id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
787	yahoo	So as the rotors turn, air flows more quickly over the tops of the blades than it does below.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
788	trip_advisor	I've heard that delays of up to 3 hours could be experienced for incoming passengers.	2	0	2	4	3	0	3	4	3	0	3	4	1.25	0.5	1	4
789	twitter	hey there please fill out this ticket form and we will get back to you asap thanks d	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
790	ubuntu	My guess is it was dumbed down to allow people that do not comprehend regex to use grep to search things without knowing case matters by default normally...	3	0	3	2	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	3	2
791	trip_advisor	Am flying to NAN next month with V Australia though flight is booked through Virgin Blue so I can utilise a voucher I have with them.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
792	yahoo	Many of these new buildings were taller than anything ever built before and most had elevators.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
793	air_customer	I know there are no guarantees that the fares will come down, but I would really appreciate any advice on this.	3	0	3	2	4	0	4	2	3	0	3	2	2	0	2	2
794	trip_advisor	I chose USAir because the itinerary and times were great and the First Class fare was a steal!	4.666666667	0.5773502692	5	3	3.333333333	0.5773502692	3	3	4.333333333	0.5773502692	4	3	3.333333333	1.154700538	3	3
795	air_customer	The crying and screaming of so many babies setting each other off led to those paying passengers around them getting less service from the staff, while they concentrated their attention on the young children.	1.5	0.5773502692	1	4	2.5	0.5773502692	2	4	2.75	0.5	3	4	2.75	0.5	3	4
796	airline	I certainly paid enought for the ticket and don't see any reason to give more money for something that never cost money until now.	2	0	2	2	2.5	0.7071067812	2	2	3	0	3	2	3.5	0.7071067812	4	2
798	trip_advisor	The Airline and our travel insurance sorted it all out, no problem.	4	0	4	2	3	0	3	2	3	0	3	2	2	0	2	2
799	yahoo	It's easier to live by one's own convictions and not be persuaded by others when in isolation (that's the "independence of solitude").	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
800	yahoo	It is also popular on New Year's day and some serve it on Thanksgiving.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
801	yahoo	Next she turned professional and began touring the country, exhibiting her prowess in track, swimming, tennis, baseball, and even billiards.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
802	airline	When i book a flight from amsterdam to usa we have to make a transfer.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
803	ubuntu	which packages are required for a development environment of C/C++?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
804	yahoo	Are you getting the Dynamic IP assigned by the router?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
805	yahoo	The Hawai'ian spelling 'ukulele is also sometimes seen.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
806	twitter	we offer support via twitter in english get help in spanish here or join	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
807	ubuntu	I don't know what the current name of the print server on Ubuntu is, but you can probably use it to share your printer to Windows (I think) or you can use samba to do the same	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
808	ubuntu	i got that part, i mean after you pass the login window, when the ubuntu music plays, i want to change the orange rectangle in the middle	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2	0	2	2
809	twitter	i sincerely apologize for our delayed response to you ann do you need any additional assistance form me at this time	3	0	3	3	4.333333333	1.154700538	4	3	3.666666667	0.5773502692	4	3	2.333333333	1.527525232	2	3
810	twitter	no point know now service is cancalled now having to spend for alternative travel does not help my wallet seriously dang right disgusted that this happens every day seriously need to stop up your game here	1	0	1	2	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	4.5	0.7071067812	5	2
811	trip_advisor	QF has 2 free bags, but AS charges something like $20 per bag for domestic flights and "Through January 2013 customers making international connections to other airlines within twelve hours of arriving in the connection city, may follow the baggage allowance and weight restrictions of the international airline if there is a baggage agreement in place" Anyone know if that clause still applies?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
812	asapp	I do not have any way to change the shipping cost.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
813	airline	I need to make a decision on this before tomorrow.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
814	air_customer	Instead of being helpful and sympathetic the Australian staff working behind the counters sent me away 4 times to different counters to try and sort out my problem which took over an 1 1/2 hours.	1	0	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	4	0	4	2
815	ubuntu	Has anyone here toyed with the idea of starting X with a *very* minimalistic WM, and then starting a VNC session in it with your WM of choice?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
816	trip_advisor	The airline's grounds services at JFK is not efficient for a large group.	2.166666667	0.4082482905	2	6	2.833333333	0.4082482905	3	6	2.666666667	0.8164965809	3	6	1.166666667	0.4082482905	1	6
817	ubuntu	if you're already running edgy, I suggest the alternate CD, then you can upgrade instead of re-install	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
818	asapp	As a guest you are going to need to wait until the order has physically delivered to you.	3	0	3	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
819	trip_advisor	we won't see it again until Sydney  or are we in some kind of 'in transit' limbo and have to stay within a certain area-I was thinking of booking the terminal 3 servisair lounge and wanted to make sure we could actually go there.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2	0	2	2
820	asapp	Would you like to use the credit card we already have on file?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
821	air_customer	I certainly paid enough for the ticket and don't see any reason to give more money for something that never cost money until now.	1.5	0.7071067812	1	2	2	0	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
822	yahoo	In the US, the threshold for gold is half a million, the threshold for platinum is one million.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
823	twitter	oh no sorry to hear that please send us a note at and a member of our team will follow up	2.666666667	0.5773502692	3	3	3.666666667	0.5773502692	4	3	4	1	4	3	2.333333333	1.527525232	2	3
824	github	There should be an escape sequence to close the connection from the client side.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
825	trip_advisor	It also seems that all the left luggage counters are "airside".	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
826	trip_advisor	Hi all - I'm kind of new to air travel and I would appreciate anyone's advice.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
827	trip_advisor	We can do on-line check-in 24 hrs prior to flight, but this of course wont garentee anything.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
828	yahoo	\nNote: If you find that booting from CD doesn't work, you may have to adjust your BIOS setting to allow your machine to boot from CD.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
829	twitter	hi there as your flight is operated by aer lingus you will have to call them to choose seats and your meals	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
830	ubuntu	anyone know any decent gui torrent apps lighter then azureus?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
831	twitter	i already have the x i meant my total bill we are all about giving you the hookup take a look at our iphone x deal jasmines	2.5	0.7071067812	2	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
832	twitter	oh well that is easy let us take a look at your billing send us a message dm for assistance jasmines	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	2	0	2	2
833	airline	At 4 days prior to departure if the application is good I can request a emergancey appointment with the Miami agency.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
834	yahoo	When it doesn't break down it beats the Renault handily.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
835	twitter	we are sorry to hear this we can assure you our crew is working on a fix	2.5	0.7071067812	2	2	4	0	4	2	4	0	4	2	2	0	2	2
836	yahoo	What site can I go to to find out how many seconds are in a year?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
837	twitter	we will not be able to provide a definite date we are working on your issue you may reply to the email with further queries	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
838	yahoo	Better to spend our time enjoying our wonderful world and helping our fellow beings instead of arguing about which brand of imaginary supernatural friend is the "right one".	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	3	2
839	air_customer	I'd like to hear of experiences and thoughts on them!	3.2	0.4472135955	3	5	3.8	0.8366600265	4	5	3.6	0.894427191	4	5	3.2	0.8366600265	3	5
840	ubuntu	Bluel, I actually read up on Small Basic, its a very honest and interesting project, meant specifically for people new to programming.	3.333333333	0.5773502692	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
841	trip_advisor	Perhaps Emirates Skyrewards is less restrictive on claiming miles?	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
842	asapp	You will need to use a coarse brush or toothbrush to get rid of the dried extra paint.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
843	airline	Other than that, it was just fine - plane left and arrived on time.	3.5	0.5773502692	4	4	3	0	3	4	3	0	3	4	1.75	0.5	2	4
844	ubuntu	some debian users worry that ubuntu isn't a good choice as it may branch further and further from debian over the years, eventually evolving into a mutual exclusivity on the level of some basic debian administration tools and methods.	2	0	2	2	3	0	3	2	3	0	3	2	2	0	2	2
845	asapp	Okay and a package of your size would probably be in the 5-10 pound range	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
846	asapp	Also I will write up a report to let our purchasing department know so they can do a better job	2	0	2	2	3	0	3	2	4	0	4	2	2	0	2	2
847	trip_advisor	I have read the website and I want some clarification if anyone can help please I am taking a checked in bag (which does not have my skis in ) as part of 23kg allowance I am probably being slow on the uptake but did not think it was clear on website??	2	0	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
848	yahoo	likely meant that every zig fighter needed to take off to battle the mysteriously robotic villian of the game, known only as &quot;Cats.&quot;	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
849	airline	I asked 4 times before he finally agreed to let me speak to a supervisor.	2	0	2	2	2	0	2	2	3	0	3	2	3	0	3	2
850	air_customer	Knowing I might have a problem with dates, I also took out their insurance policy for possible changes to my scheduled flights.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
851	trip_advisor	We have an 8 year old and a 5 year old and are trying to workout whether its best to give them a quick meal before we board so they can go straight to sleep or whether all the activity means they are going to be awake for quite awhile after take off!	3	0	3	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
852	twitter	can you please message dm me i am following you its regarding an order	3	0	3	2	4	0	4	2	3	0	3	2	1.5	0.7071067812	2	2
853	yahoo	when I was in college denny's always worked for me.	4	0	4	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
854	trip_advisor	I also went on a few travel review sites seems that I am one of many people who have had a bad experience with this airline.	1.5	0.7071067812	1	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
855	airline	To top it off they lost our bags too - from reading other reviews it sounds like we got the 'full' BA experience.	1.333333333	0.5773502692	1	3	2.333333333	0.5773502692	2	3	2.333333333	1.154700538	2	3	3	1	3	3
856	airline	Anyway, I'm having trouble figuring out when to book it.	2	0	2	2	3	0	3	2	3	0	3	2	2	0	2	2
857	yahoo	Both Supermen were supplanted by John Byrne's 1985 reboot of the character, which was intended to simplify that continuity and start over from scratch.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
858	ubuntu	My firefox browser disappears into the middle of the screen when I minimize it never to be seen again... can someone help me?	1.666666667	0.5773502692	2	3	3.333333333	0.5773502692	3	3	3	0	3	3	2.666666667	1.154700538	3	3
859	air_customer	There always seems to be scatch cards coming around on the package tour planes where we are told a percentage goes to a charity but does anybody know what percentage is actually given to the charity?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
860	trip_advisor	I don't mind walking the extra 100 yds and I loathe driving round looking for a space.	1.666666667	0.5773502692	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	3	1	3	3
861	github	I tried different hosts and different apps that use Apple virtualization_ namely [Tart](https://github.com/cirruslabs/tart/) and [VirtualBuddy](https://github.com/insidegui/VirtualBuddy).	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
863	twitter	sorry for the stretch please check our correspondence here here and reply for further concern	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
864	asapp	Since you had this item in your cart yesterday for a lower price I would like to honor that by genera	3.25	0.5	3	4	4	0	4	4	3.75	0.5	4	4	1.75	0.5	2	4
865	airline	I'll be travelling from Sydney to Yogyakarta on Garuda next month and must change from the international flight to the domestic flight at Denpasar.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
866	twitter	hi the voucher has been recharged confirm your airtime balance by dialing 144 ok	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
867	trip_advisor	Convenience, distance/time to departure hall, under cover?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
868	asapp	I need your Adress so you can print a shipping label	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
869	yahoo	Lead singer and bassist, Gerard and Mikey Way's grandmother.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
870	twitter	please reach out to us here for further assistance with this	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
871	asapp	If that doesn't work I can try to place the order for you.	3	0	3	2	3	0	3	2	4	0	4	2	1.5	0.7071067812	2	2
872	yahoo	\n\n\nThey also discovered that people had an exaggerated sense of time because they had nothing to do but stare at the wall and think about the safety of the elevator  being suspended in the air, and preoccupied with the fear of falling.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
874	trip_advisor	I've read and heard conflicting reports on amenities in economy.served on the flight?	2	0	2	2	3	0	3	2	3	0	3	2	2	0	2	2
875	asapp	Your refund is in progress and will be completed online and  applied directly to your credit card used when you placed the order.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
876	twitter	yo i just had a uber ride for 257 but it actually did two charges and took extra 15 never did something like this in slovakia	1.666666667	0.5773502692	2	3	2.333333333	0.5773502692	2	3	2.666666667	1.527525232	3	3	3	0	3	3
877	asapp	It looks like everything is in order and our system is showing that the package is on its way.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
878	trip_advisor	The question is why are all suitcases on the market these days flimsy soft and zipped ?	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
880	airline	The fare rules of the ticket state that it's non-refundable but as it's the airline who have cancelled the flight and the alternative flight is not an option, do she have any right to a refund?	2.25	0.5	2	4	3.25	0.5	3	4	3.25	0.5	3	4	1.5	0.5773502692	2	4
881	trip_advisor	Besides，the same situation happened to my friend WU WEI too (Please see the attached copy of her passport in my email ) .	2.5	0.7071067812	2	2	4	0	4	2	3	0	3	2	1.5	0.7071067812	2	2
882	asapp	Yes i have just checked and your account does offer free international shipping	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
883	ubuntu	it looks like guvcview is battling some other program for control of your webcam.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
884	trip_advisor	I tried to call the airline but nobody picked up, now I'm waiting for the reply email which I don't know whether they will even cared to read.	1.75	0.5	2	4	2.5	0.5773502692	2	4	2	0.8164965809	2	4	3.5	0.5773502692	4	4
885	trip_advisor	So I'm looking to book a flight this summer for Calgary to Singapore then back to Calgary through Bali.Or is it just a matter of the people that complain are the loudest type thing?	2.666666667	0.5773502692	3	3	3	0	3	3	3	0	3	3	2.333333333	1.154700538	2	3
886	trip_advisor	I want to make sure you know I'm not one of those people.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
887	trip_advisor	They asked whether this would happen on the return so I telephoned (yes this is an airline where you can speak to real people.)	3	0	3	3	2.666666667	0.5773502692	3	3	3.666666667	0.5773502692	4	3	2.666666667	1.154700538	3	3
888	ubuntu	yeah but i don't have any ALSA entry in there besides the one that mentions PulseAudio (and the one I was using: HDA Intel (Alsa mixer) )	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
889	trip_advisor	Oh, but then they might lose business, better to have a captive angry passenger than no passenger at all.	2	0.5773502692	2	7	2.428571429	1.133893419	2	7	2.142857143	1.214985793	2	7	3.142857143	1.069044968	3	7
890	air_customer	Hi, I'm flying Gold Coast, AUS to Narita airport, Japan at the end of the month.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
891	asapp	Since it is already out for delivery the best I can do is offer you part of the shipping fee as a refund.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
892	asapp	so your supposed to have credits on your account but they appear to be missing?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
893	asapp	Okay it does look like there was an issue with this order.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
894	airline	Im travelling from Sydney to Toronto via Vancouver and would like to bring back a bottle of wine or two from Duty Free.	3	0	3	4	3	0	3	4	3	0	3	4	1.5	0.5773502692	2	4
895	twitter	do you currently have any updates for apps downloading if you restart the iphone do you still get that message on wi	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
896	trip_advisor	Good morning/evening, We had a question prompted on my local forum which I couldn't answer very well, and seeking to now further my knowledge.	2	0	2	2	4	0	4	2	3	0	3	2	1.5	0.7071067812	2	2
897	yahoo	As a current PT student, I have an *amazing* network of rising stars at a number of bay area companies, right now.	4.5	0.7071067812	5	2	3	0	3	2	3.5	0.7071067812	4	2	4	0	4	2
898	ubuntu	i used the repos http://www.ubuntugeek.com/how-to-install-chromium-google-chrome-in-ubuntu-using-deb-package.html	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
899	yahoo	"So policemen are just those who catch or apprehend criminals, a worthy occupation.	3.5	0.7071067812	4	2	3	0	3	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
900	ubuntu	does anyone know of any data recovery software that recovers the filenames as well as the files?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
901	twitter	thanks for reaching out to us on this does the issue remain after a restart which device are you using message dm us	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
902	trip_advisor	We'll be booking our accommodation soon, so don't want to wait on flights, but don't want to pay through the nose either.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
903	air_customer	Hi Given the possibility of extra security checks on US flights does the following connection time seem too tight as the travel agent thinks it is ok but I have my doubts.	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
904	ubuntu	I had a perl package (mediawiki-perl or such) that was in etch, but not in edgy.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
905	twitter	someday someday maybe we will see you onboard again glad your flight was entertaining see you again soon	3.5	0.7071067812	4	2	4	0	4	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
906	twitter	have you checked your phone settings to see what is using the most data hannah take a look at our data saving guide on the link here	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
907	asapp	Okay attempt to log out and back in and see if the problem persists.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
908	trip_advisor	They deal exclusively with business and first class ticketing.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
909	trip_advisor	I booked a flight with Bravofly for Manila to Hong Kong, and later that day had a connecting with British Airways to London.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
910	twitter	sorry to hear this we will inform the area coach to get this looked into	2	0	2	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
911	ubuntu	Does anyone know how to get Search while in a nautilus folder?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
912	airline	Qatar man to Bali I stop or for £250 cheaper Garuda gatwick to Bali 2 stops never flown with either airline feed back would be good similar hours to get there and both short layover time	3	0	3	4	3	0	3	4	3	0	3	4	1.75	0.5	2	4
913	trip_advisor	(I realize that even if you pay for seat selection, it's not guaranteed) But I'm curious about what Air Canada's seat selection fees are.When you go to AC's "seat selection info" page, it states that Tango fees within Canada are "$10-$40 per one way flight segment" and I'm wondering how that is determined?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
914	twitter	just made an order got an email saying it had been cancelled and refunded but didnt say why then i got my order confirmations by email and text straight after could you tell me whats happening please the emails and texts sent through wasnt clear thanks	2	0	2	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
915	yahoo	This lead to the idea of mirrors in elevators so people would think about something else besides danger.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
916	yahoo	\n\nUnless the potential employer has really lowballed you (i.e. you are well below industry averages for your area), you should shoot for a modest counter-proposal of 5-15%.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
917	asapp	since it's been more than a week I'll go ahead and reorder those boot for you	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
918	twitter	sorry for our late reply steve please tell us what web browser mobile device or operating system you were using	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
919	ubuntu	but i cant get cd /Users/lappy/development to go to the directory.	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
920	twitter	hey i want to bid on items but i have a temporary ban because i just signed up how do i get rid of this	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
921	asapp	Sorry to hear about that though I was hoping it would be something else	2	0	2	2	3	0	3	2	3	0	3	2	2	0	2	2
922	yahoo	In the early days of this game, an association was set up in England to codify the rules.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
923	twitter	i have done nothing has happened i have 2 products 1 is delayed and 2nd one is in my home town but amazon uses too many courier service if i get to know which courier has my product i can collect it	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
924	asapp	First can you check that your expiration date on the card isn't expired?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
925	trip_advisor	I usually pay for the Economy Comfort seating, however, I notice that all the seating advice websites list the economy comfort seating as having drawbacks in terms of leg room (usually because of a dividing wall) My question is this...Outside of that, is there a seat that anyone could recommend for me, economy or economy comfort, given my size?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
926	trip_advisor	Will be flying them (Tianjin to SFO) with stopover in Seoul.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
927	asapp	You mentioned earlier you have a PIN - can you provide that to me?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
928	trip_advisor	We like our own privacy,without a lot of cabin traffic past us,but don't want to be isolated too much.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
930	yahoo	This is where the real power of tagging lies-- in the weight and meaning these agreed-upon notes give.	3.666666667	0.5773502692	4	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
931	asapp	Give me one moment Crystal while I search for gift wrap pricing for you.	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
932	yahoo	It's a long term feeling of always wanting to share each new experience with the other person in order to make them happy, to laugh or to know what they think about it.	3	0	3	3	3.333333333	0.5773502692	3	3	3	0	3	3	2.333333333	1.527525232	2	3
933	yahoo	Lung ventilation increases, sending oxygen to the brain.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
934	asapp	if you check the email address you will note that it does not come from the official AcmeBrands marketing	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
935	ubuntu	Also was wondering if you might be able to take a gander at an error im receiving on trying to DL packages from console?	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
936	asapp	Well I hate to say this but it seems your subscription was in fact removed.	2	0	2	3	3.666666667	0.5773502692	4	3	2.666666667	0.5773502692	3	3	3	1	3	3
937	trip_advisor	BOTTOM LINE IS: Fly Air India for Non-Stop flights only to India and expect virtually no ground service.	2.333333333	0.5773502692	2	3	3	0	3	3	2.333333333	0.5773502692	2	3	2.333333333	1.527525232	2	3
938	yahoo	\n\nMiranda Fredriks, one of the researchers in the recent study, emphasised other health and hygiene factors as well as diet--for example, the Netherlands has a 95% vaccination rate among children.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
939	trip_advisor	- and one of the cheapest - or should I book one of the later and more expensive flights?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
940	trip_advisor	or I have to go up or down to get the air train thanks ilana	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
941	trip_advisor	All up we would have been better off sitting on a cathay pacific flight.	2	0	2	2	3	0	3	2	2	0	2	2	2.5	0.7071067812	3	2
942	airline	I am trying to choose my seats on "manage my booking"...using seat guru as a guide,but the cabin layout is completely different compared to what seat guru layout says....help !	1.666666667	0.5773502692	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	3.666666667	1.527525232	4	3
943	trip_advisor	I booked these around Feb last year...this year though prices seem to have risen a lot.	2	0	2	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
944	twitter	appreciate your help hoping to see this feature in online stores is there any work around to beat the credit limit on my bajaj finserv card like paying a down payment from amazon wallet for example consider if i have 35k credit limit and want to buy 38k product with no cost emi for your information fyi in offline stores you u can pay down payment	2.5	0.7071067812	2	2	4	0	4	2	3	0	3	2	1.5	0.7071067812	2	2
945	airline	I was interested in doing a tour of the DMZ through the USO.	3	0	3	4	3	0	3	4	3	0	3	4	1.25	0.5	1	4
946	trip_advisor	how have you found these carriers on the Transatlantic route from UK to USA??	2.666666667	0.5773502692	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
947	trip_advisor	While they are in decent shape, the worst case scenario walking distance could be close to a mile.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
948	yahoo	A tough question as it overlaps science and theology.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
949	trip_advisor	And this was how I was repayed What a lousy customer loyalty reward.	1	0	1	2	2	0	2	2	1.5	0.7071067812	1	2	4	0	4	2
950	asapp	and from there you can change the password back to whatever you would like it to be	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
951	twitter	here to help send us a message dm with your email address with more info so we can assist	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
952	asapp	I would suggest checking back tomorrow as the price may go back down	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
953	trip_advisor	Plus Airasia have a 'no outside food policy' I had anticipated that the level of service from them would be zero, so we did bring some snacks.	2	0	2	2	2	0	2	2	2	0	2	2	2	0	2	2
954	twitter	we would love to help have you considered a mail repair	3.666666667	0.5773502692	4	3	3	1	3	3	3.666666667	0.5773502692	4	3	2.333333333	1.154700538	2	3
955	trip_advisor	Both said the only option would be to ask about availability at check in.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
956	trip_advisor	What is the point of customer care agents when they have to consult every question.	1.5	0.7071067812	1	2	2	0	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
957	asapp	You can apply some boots oil two to three times the first week to treat the leather.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
